STATE_ID,STATE_NAME,STATE_INFO,STATE_CAPITAL,STATE_IMAGE
297627,Karnataka,"Karnataka offers a diverse range of experiences for tourists. The state capital, Bangalore, known as India's Silicon Valley, blends modern technology parks with lush gardens. The UNESCO World Heritage Site of Hampi, with its ancient ruins, showcases the grandeur of the Vijayanagara Empire. The golden beaches of Gokarna and the backwaters of Udupi provide coastal relaxation. Mysore, famous for its grand palace and Dasara celebrations, showcases royal heritage. The Western Ghats region, including Coorg and Chikmagalur, offers coffee plantations, trekking trails, and stunning landscapes. Karnataka is home to several wildlife sanctuaries, including Bandipur and Nagarhole, known for tiger sightings. The state's rich architectural heritage is evident in the intricate Hoysala temples of Belur and Halebid. The Jog Falls, India's second-highest plunge waterfall, is a spectacular natural wonder.",Bengaluru,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Mysore_palace_illuminated.jpg/2560px-Mysore_palace_illuminated.jpg
297631,Kerala,"Kerala, known as 'God's Own Country,' is renowned for its picturesque landscapes and unique cultural experiences. The state's backwaters, a network of lagoons and lakes, offer serene houseboat cruises. Kerala's palm-fringed beaches, like Kovalam and Varkala, are perfect for relaxation and water sports. The hill stations of Munnar and Wayanad showcase tea plantations and spice gardens. Kerala is famous for its Ayurvedic treatments, attracting wellness seekers from around the world. The state's rich cultural heritage is evident in its classical dance forms like Kathakali and martial art form Kalaripayattu. Wildlife enthusiasts can explore national parks like Periyar and Eravikulam. The ancient port city of Kochi blends colonial architecture with modern art scenes, hosting the Kochi-Muziris Biennale. Kerala's cuisine, known for its use of coconut and spices, offers a unique culinary experience. The snake boat races during Onam festival are a major attraction.",Thiruvananthapuram,https://upload.wikimedia.org/wikipedia/commons/a/ad/Munnar_hillstation_kerala.jpg
297646,Madhya Pradesh,"Madhya Pradesh, often called the 'Heart of India,' is a treasure trove of historical, natural, and cultural wonders. The UNESCO World Heritage Sites of Khajuraho, with its intricate erotic sculptures, and the Buddhist monuments of Sanchi, showcase the state's rich architectural heritage. Madhya Pradesh is renowned for its wildlife sanctuaries, including Bandhavgarh and Kanha National Parks, offering some of the best tiger-spotting opportunities in India. The ancient city of Ujjain, one of the seven sacred cities in Hinduism, attracts pilgrims and history enthusiasts. The marble rocks of Bhedaghat and the Dhuandhar Falls on the Narmada River offer stunning natural beauty. The state capital, Bhopal, with its lakes and museums, blends modernity with history. The rock shelters of Bhimbetka provide insights into prehistoric life. Madhya Pradesh's tribal areas offer unique cultural experiences, while its handicrafts, especially the Chanderi and Maheshwari fabrics, are famous worldwide.",Bhopal,https://upload.wikimedia.org/wikipedia/commons/7/7b/Bhedaghat.jpg
297648,Maharashtra,"Maharashtra offers a diverse range of attractions for tourists. Mumbai, the state capital and India's financial hub, is known for its colonial architecture, Bollywood industry, and vibrant street life. The Ajanta and Ellora Caves, both UNESCO World Heritage Sites, showcase ancient rock-cut architecture and paintings. The hill stations of Mahabaleshwar and Lonavala provide cool retreats from the summer heat. Maharashtra's coastline, known as the Konkan, offers beautiful beaches and the unique Malvan cuisine. The state is home to several wildlife sanctuaries, including Tadoba and Pench National Parks. The Kaas Plateau, known as Maharashtra's Valley of Flowers, bursts into bloom during the monsoon. The ancient fort cities of Raigad and Pratapgad offer insights into Maratha history. Pune, known as the cultural capital of Maharashtra, blends education, IT, and traditional Maharashtrian culture. The Ganesh Chaturthi festival in Mumbai is a major cultural event attracting thousands of visitors.",Mumbai,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Marine_Lines_Mumbai_2021.jpg/1920px-Marine_Lines_Mumbai_2021.jpg
297656,Manipur,"Manipur, known as the 'Jewel of India,' offers unique cultural and natural experiences. The Loktak Lake, the world's only floating lake, is home to unique phumdis (floating biomass) and the endangered Sangai deer. The Keibul Lamjao National Park, the world's only floating national park, is situated on this lake. Imphal, the capital city, showcases the state's history at the Kangla Fort and the Ima Keithel, one of the largest all-women-run markets in Asia. Manipur is famous for its classical dance form, Manipuri, and indigenous sports like Sagol Kangjei (modern-day polo). The Shirui Lily Festival celebrates the rare Shirui lily that grows only in the Shirui Hills. The state's handloom and handicraft traditions, especially in silk weaving, are renowned. Adventure enthusiasts can enjoy trekking in the Dzukou Valley, known for its seasonal flowers. Manipur's cuisine, with dishes like Eromba and Singju, offers unique flavors distinct from mainstream Indian cuisine.",Imphal,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Imphal_At_Dusk.jpg/1920px-Imphal_At_Dusk.jpg
297657,Meghalaya,"Meghalaya, meaning 'abode of clouds,' is known for its stunning landscapes and unique natural phenomena. Cherrapunji and Mawsynram, once recorded as the wettest places on Earth, offer breathtaking views of waterfalls and lush green valleys. The state is famous for its living root bridges, especially the double-decker root bridge in Nongriat village. Shillong, the capital, known as the 'Scotland of the East,' charms visitors with its colonial architecture and vibrant music scene. The Mawsmai Cave and Arwah Cave systems provide exciting spelunking experiences. Meghalaya's Khasi and Garo Hills offer trekking opportunities and insights into tribal cultures. The state hosts several music festivals, including the NH7 Weekender, attracting artists and music lovers from across the country. The sacred groves of Mawphlang showcase the state's unique tradition of forest conservation. Meghalaya's cuisine, with dishes like Jadoh and Tungrymbai, offers a distinct culinary experience.",Shillong,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Dawki_River%2C_Meghalaya%2C_India.jpg/2560px-Dawki_River%2C_Meghalaya%2C_India.jpg
297658,Mizoram,"Mizoram offers a blend of natural beauty and vibrant tribal culture. The state capital, Aizawl, perched on tiered hills, provides panoramic views of the surrounding mountains. Mizoram is known for its bamboo forests and handicrafts, especially bamboo and cane products. The Phawngpui Peak, also known as the Blue Mountain, is the highest in the state and offers trekking opportunities with stunning views. The Dampa Tiger Reserve, though challenging to access, is a biodiversity hotspot. Mizoram's lakes, such as Rungdil and Tamdil, offer serene spots for relaxation and boating. The state's vibrant festivals, including Chapchar Kut and Pawl Kut, showcase traditional dances, music, and games. The Reiek Heritage Village provides insights into traditional Mizo life. Adventure enthusiasts can enjoy paragliding at Durtlang Hills. Mizoram's unique cuisine, including dishes like Bai and Misa Mach Poora, adds to the cultural experience.",Aizawl,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Khawbung.JPG/1920px-Khawbung.JPG
297659,Nagaland,"Nagaland, known as the 'Land of Festivals,' offers a unique cultural experience with its 16 major tribes. The Hornbill Festival in December is a colorful showcase of Naga culture, music, dance, and cuisine. Kohima, the capital, houses the War Cemetery and Museum, offering insights into World War II history. The Dzukou Valley, famous for its seasonal flowers and trekking trails, is a paradise for nature lovers. Dimapur has ruins of the ancient Kachari kingdom. Traditional Naga villages provide authentic cultural experiences. The state is known for its unique cuisine, including smoked pork and Axone. Nagaland's handloom and handicraft traditions, especially the colorful shawls and beadwork, are renowned. The Aoling Festival of the Konyak tribe and the Moatsu Festival of the Ao tribe are other cultural highlights.",Kohima,https://upload.wikimedia.org/wikipedia/commons/c/cb/Kapamodzu.jpg
297660,Odisha,"Odisha offers a rich blend of ancient heritage and natural beauty. The Sun Temple at Konark, a UNESCO World Heritage site, showcases intricate stone carvings. Puri, one of the four holy Char Dhams, is famous for the Jagannath Temple and its annual Rath Yatra. Bhubaneswar, the 'Temple City of India,' houses over 700 temples, including the magnificent Lingaraj Temple. The Chilika Lake, Asia's largest brackish water lagoon, is a paradise for migratory birds and Irrawaddy dolphins. The pristine beaches of Puri and Gopalpur offer serene coastal experiences. Odisha is renowned for its classical Odissi dance form and exquisite handicrafts like Pattachitra paintings and silver filigree work. The Simlipal and Bhitarkanika National Parks showcase the state's rich biodiversity. The tribal areas of Odisha provide insights into unique indigenous cultures.",Bhubaneswar,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Udayagiri_caves_from_Khandagiri_hill.jpg/2560px-Udayagiri_caves_from_Khandagiri_hill.jpg
297663,Punjab,"Punjab, the land of five rivers, is known for its vibrant culture, rich history, and warm hospitality. The Golden Temple in Amritsar, the holiest shrine of Sikhism, attracts millions of visitors with its spiritual aura and free community kitchen. The Wagah Border Ceremony offers a unique patriotic experience. Chandigarh, the state capital, is famous for its modern architecture designed by Le Corbusier. The Jallianwala Bagh in Amritsar is a poignant reminder of India's freedom struggle. Punjab's rural tourism offers farm stays and insights into traditional Punjabi life. The state is famous for its delicious cuisine, including dishes like Makki di Roti and Sarson da Saag. The Harike Wetland is a haven for bird watchers. Punjab's festivals, particularly Baisakhi and Lohri, showcase the state's lively folk dances like Bhangra and Giddha.",Chandigarh,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Hamandir_Sahib_%28Golden_Temple%29.jpg/1920px-Hamandir_Sahib_%28Golden_Temple%29.jpg
297665,Rajasthan,"Rajasthan, the 'Land of Kings,' is renowned for its majestic forts, opulent palaces, and vibrant culture. The pink city of Jaipur, with attractions like Hawa Mahal and Amber Fort, is part of the Golden Triangle tourist circuit. Udaipur, the 'Venice of the East,' charms visitors with its lakes and palaces. The blue city of Jodhpur is dominated by the imposing Mehrangarh Fort. The Thar Desert offers camel safaris and camping under the stars. Ranthambore and Sariska National Parks are popular for tiger spotting. Pushkar, with its sacred lake and annual camel fair, is a unique cultural experience. Rajasthan is famous for its colorful festivals, traditional music and dance forms like Ghoomar, and exquisite handicrafts including bandhani textiles and Kundan jewelry. The state's rich cuisine, including dishes like Dal Baati Churma, adds to its cultural appeal.",Jaipur,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Jaipur_03-2016_19_City_Palace_complex.jpg/1280px-Jaipur_03-2016_19_City_Palace_complex.jpg
297673,Sikkim,"Sikkim, a Himalayan wonderland, offers breathtaking mountain scenery and rich biodiversity. Gangtok, the capital, serves as a base for exploring the state's monasteries, including the renowned Rumtek Monastery. The Khangchendzonga National Park, a UNESCO World Heritage site, showcases stunning views of the world's third-highest peak. Nathula Pass, an ancient Silk Route gateway, offers panoramic views of the Tibetan Plateau. Yumthang Valley, known as the 'Valley of Flowers,' bursts into bloom during spring. Tsomgo Lake, a high-altitude glacial lake, is a popular tourist spot. Sikkim is known for its adventure tourism, offering trekking, river rafting, and mountain biking opportunities. The state's unique cuisine, influenced by Nepali, Tibetan, and indigenous cultures, includes dishes like momos and Thukpa. Sikkim's vibrant festivals, such as Losar and Saga Dawa, provide insights into its Buddhist heritage.",Gangtok,https://upload.wikimedia.org/wikipedia/commons/d/dc/Buddhist_Flag_flutters_in_GuruDongmar_Lake.JPG
297674,Tamil Nadu,"Tamil Nadu, in southern India, is a land of ancient Dravidian culture and grand temples. The Meenakshi Temple in Madurai and the shore temples of Mahabalipuram (a UNESCO site) showcase exquisite Dravidian architecture. Chennai, the capital, offers a mix of colonial heritage, beaches, and cultural attractions. Ooty and Kodaikanal are popular hill stations providing respite from the heat. Pondicherry, nearby, offers a unique Franco-Tamil culture. The Nilgiri Mountain Railway, a UNESCO Heritage Site, offers scenic rides through the mountains. Tamil Nadu is famous for its classical Bharatanatyam dance and Carnatic music traditions. The state's cuisine, including dosas, idlis, and filter coffee, is renowned worldwide. Wildlife enthusiasts can explore Mudumalai and Anamalai Tiger Reserves. The Pongal festival and the Natyanjali Dance Festival are major cultural events attracting tourists.",Chennai,https://upload.wikimedia.org/wikipedia/commons/8/8e/Mamallapuram_%28167%29.jpg
7058854,Telangana,"Telangana, India's youngest state, offers a blend of historical and modern attractions. Hyderabad, the capital, is famous for its iconic Charminar, the opulent Falaknuma Palace, and the historic Golconda Fort. The city is also known as 'Cyberabad' due to its booming IT sector. Ramoji Film City, the world's largest film studio complex, is a major tourist draw. The Pochampally village, known for its unique weaving style, is a treat for textile enthusiasts. Warangal, the ancient capital of the Kakatiya dynasty, boasts the impressive Thousand Pillar Temple. The Nehru Zoological Park in Hyderabad is one of the best in India. Telangana's cuisine, including the famous Hyderabadi Biryani, is a gastronomic delight. The state celebrates vibrant festivals like Bathukamma and Bonalu. The Pakhal Lake and Karimnagar's temples offer serene escapes from urban life.",Hyderabad,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/The_Charminar_on_a_cloudy_day.jpg/1920px-The_Charminar_on_a_cloudy_day.jpg
297681,Tripura,"Tripura, one of India's smallest states, offers a unique blend of natural beauty and cultural heritage. The Ujjayanta Palace in Agartala, now the State Museum, showcases the state's royal history. The rock-cut carvings and sculptures at Unakoti hill are a testament to ancient artistry. Neermahal, the 'Lake Palace,' set amidst Rudrasagar Lake, offers a picturesque setting. The Sepahijala Wildlife Sanctuary is home to clouded leopards and spectacled monkeys. Tripura is known for its bamboo and cane handicrafts, with the Bamboo and Cane Development Institute offering insights into this craft. The state's tribal culture is vibrant, with festivals like Garia Puja showcasing traditional dances and music. The Jampui Hills, famous for their orange orchards, offer panoramic views and trekking opportunities. Tripura's cuisine, influenced by Bengali and tribal flavors, includes unique dishes like Chakhwi.",Agartala,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Ujjayanta_Palace_as_seen_from_the_Rajbari_Lakes.jpg/900px-Ujjayanta_Palace_as_seen_from_the_Rajbari_Lakes.jpg
297682,Uttar Pradesh,"Uttar Pradesh, India's most populous state, is a treasure trove of historical and spiritual sites. Agra, home to the iconic Taj Mahal, is part of the popular Golden Triangle tourist circuit. Varanasi, one of the world's oldest living cities, attracts pilgrims and tourists with its ancient ghats and spiritual aura. Lucknow, the capital, is known for its Nawabi era architecture and exquisite cuisine. Sarnath, where Buddha gave his first sermon, is an important Buddhist pilgrimage site. The Kumbh Mela in Prayagraj (Allahabad) is the world's largest religious gathering. Mathura and Vrindavan are significant for their association with Lord Krishna. Uttar Pradesh offers rich wildlife experiences at Dudhwa National Park. The state's handicrafts, including Banarasi silk sarees and Lucknow's Chikankari embroidery, are world-renowned. The vibrant festival of Holi in Mathura and Vrindavan attracts tourists from around the globe.",Lucknow,https://upload.wikimedia.org/wikipedia/commons/1/1d/Taj_Mahal_%28Edited%29.jpeg
297686,Uttarakhand,"Uttarakhand, known as the 'Land of Gods,' is a paradise for nature lovers and spiritual seekers. Rishikesh, the 'Yoga Capital of the World,' attracts international visitors for its spiritual retreats and adventure sports like river rafting. Haridwar hosts the Kumbh Mela and is an important Hindu pilgrimage site. The Char Dham Yatra, covering Yamunotri, Gangotri, Kedarnath, and Badrinath, is a major pilgrimage circuit. Nainital and Mussoorie are popular hill stations offering scenic beauty and colonial charm. Jim Corbett National Park, India's oldest national park, is famous for its tiger reserve. The Valley of Flowers National Park, a UNESCO World Heritage site, showcases stunning alpine flowers. Auli is a popular skiing destination. Uttarakhand's cuisine, including dishes like Kafuli and Bhang ki Chutney, offers unique mountain flavors. The state is also known for its folk music and dance forms like Garhwali and Kumaoni.",Dehradun,https://upload.wikimedia.org/wikipedia/commons/6/63/Valley_of_flowers_uttaranchal_full_view.JPG
297692,West Bengal,"West Bengal offers a diverse range of experiences, from the bustling metropolis of Kolkata to the serene Himalayan landscapes of Darjeeling. Kolkata, the cultural capital of India, is known for its colonial architecture, trams, and intellectual heritage. The Sundarbans, a UNESCO World Heritage site, is the world's largest mangrove forest and home to the Royal Bengal Tiger. Darjeeling, famous for its tea plantations, offers stunning views of the Kanchenjunga. The Durga Puja festival in Kolkata is a spectacular cultural event. Shantiniketan, founded by Rabindranath Tagore, is a unique center of arts and education. The terracotta temples of Bishnupur showcase Bengal's rich architectural heritage. West Bengal's cuisine, including sweets like Rasgulla and Sandesh, is renowned nationwide. The hill station of Kalimpong and the beaches of Digha offer diverse natural experiences. The state's rich tradition of arts, including Baul music and Chhau dance, adds to its cultural appeal.",Kolkata,https://upload.wikimedia.org/wikipedia/commons/0/0b/DHR_780_on_Batasia_Loop_05-02-21_08.jpeg
297583,Andaman and Nicobar Islands,"The Andaman and Nicobar Islands, an archipelago in the Bay of Bengal, offer pristine beaches, crystal-clear waters, and rich marine life. Port Blair, the capital, houses the historic Cellular Jail, a reminder of India's freedom struggle. Havelock Island (now Swaraj Dweep) is famous for Radhanagar Beach, often rated among the world's best beaches. The islands offer excellent opportunities for snorkeling, scuba diving, and sea walking. Ross Island, with its British-era ruins, provides a glimpse into colonial history. The Mahatma Gandhi Marine National Park protects coral reefs and marine life. The islands are home to indigenous tribes, though most areas with tribal populations are off-limits to tourists. Water sports like kayaking and jet-skiing are popular in places like North Bay Island. The Andaman's unique cuisine, influenced by various settlers, includes dishes like fish curry and coconut prawn curry.",Port Blair,https://upload.wikimedia.org/wikipedia/commons/9/95/Andaman_ross_is.jpg
297596,Chandigarh,"Chandigarh, India's first planned city, is renowned for its urban design and modern architecture by Le Corbusier. The Capitol Complex, a UNESCO World Heritage site, showcases Le Corbusier's architectural genius. The Rock Garden, created by Nek Chand, is a unique artistic wonderland made from urban and industrial waste. Sukhna Lake offers a serene environment for relaxation and water sports. The Rose Garden, one of Asia's largest, is a treat for nature lovers. The Government Museum and Art Gallery houses a rich collection of Gandharan sculptures and miniature paintings. Chandigarh's sectors, each self-sufficient, demonstrate innovative urban planning. The Le Corbusier Centre provides insights into the city's conception and design. The city is also known for its green cover and numerous parks. Chandigarh serves as a gateway to popular hill stations in Himachal Pradesh and is known for its high quality of life.",Chandigarh,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Palace_of_Assembly_Chandigarh_2006.jpg/2560px-Palace_of_Assembly_Chandigarh_2006.jpg
297597,Dadra and Nagar Haveli,"Dadra and Nagar Haveli, a union territory in western India, offers a blend of tribal culture and natural beauty. The Vasona Lion Safari Park provides a unique wildlife experience. The Hirwa Van Garden, with its lush greenery and musical fountain, is a popular recreational spot. The territory is known for its Portuguese colonial heritage, evident in structures like the Silvassa Catholic Church. The Tribal Cultural Museum in Silvassa offers insights into the rich tribal heritage of the region. The Dudhni Lake is ideal for water sports and picnics. The territory is famous for its bamboo and wooden crafts, with the Endogenous Tourism Project at Kauncha promoting tribal crafts and culture. The Vanganga Lake Garden is a serene spot for nature lovers. The annual Tarpa Festival showcases the vibrant tribal culture through music, dance, and handicrafts. The territory's proximity to Mumbai and Surat makes it a popular weekend getaway.",Silvassa,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Cloud_Volcano.jpg/1920px-Cloud_Volcano.jpg
297601,Diu,"Diu, a small island off the coast of Gujarat, is known for its Portuguese heritage and beautiful beaches. The Diu Fort, a 16th-century Portuguese structure, offers panoramic views of the Arabian Sea. Nagoa Beach, with its golden sands and water sports facilities, is a major attraction. The St. Paul's Church, known for its intricate baroque architecture, is one of the finest Portuguese churches in India. The Naida Caves, with their unique rock formations, offer a mystical experience. Diu is famous for its laid-back atmosphere and is popular for activities like parasailing, windsurfing, and fishing. The Gangeshwar Temple, with five Shiva lingas on the seashore, is a unique spiritual site. The Diu Museum, housed in the St. Thomas Church, showcases the island's history. Diu's seafood cuisine, influenced by Portuguese flavors, is a delight for food lovers.",Diu,https://upload.wikimedia.org/wikipedia/commons/a/a7/Diu3.jpg
297600,Daman,"Daman, a former Portuguese enclave, is known for its beaches, churches, and colonial architecture. The Devka Beach, with its black sand and casuarina groves, is popular for picnics and water sports. The Church of Bom Jesus, built in 1603, is an architectural marvel showcasing Baroque style. The Jampore Beach offers a serene environment for relaxation and horse riding. The Daman Ganga Tourist Complex, with its musical fountain and gardens, is a favorite among visitors. The Forte do Mar (Sea Fort) and Forte de São Jerónimo offer glimpses into Daman's colonial past. The territory is known for its cheap liquor, attracting visitors from neighboring dry states. The Mirasol Lake Garden is a picturesque spot for boating and bird watching. Daman's cuisine, a blend of Portuguese and Gujarati flavors, is unique. The annual Nariyal Poornima festival, celebrating the sea god, is a colorful cultural event.",Daman,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Sunset_at_Devka_beach%2C_daman.jpg/1920px-Sunset_at_Devka_beach%2C_daman.jpg
